tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
R025	01/06/1978	No	TOP_SETT	WYCH_ELM	TOP_SETT	6	0.5	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R026	01/06/1978	No	TOP_SETT	WYCH_ELM	TOP_SETT	2.6	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R027	02/06/1978	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	6.5	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R028	02/06/1978	No	NETTLE	NETTLE	NETTLE	8	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R056	04/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	6.5	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R029	06/06/1978	No	KENNEL	KENNEL	KENNEL	6.3	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R030	06/06/1978	No	KENNEL	KENNEL	KENNEL	2.8	0	VERY_GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R031	06/06/1978	No	PEGLARS	PEGLARS	PEGLARS	9	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R032	06/06/1978	No	TOP_SETT	TOP_SETT	TOP_SETT	8.7	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R033	06/06/1978	No	NETTLE	NETTLE	NETTLE	7.7	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R034	06/06/1978	No	NETTLE	NETTLE	NETTLE	7.2	0.75	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R035	06/06/1978	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	1.8	0	POOR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R036	06/06/1978	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	2.6	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN018	06/06/1978	Yes	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	1.4	NA	POOR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
R037	07/06/1978	No	TOP_SETT	WYCH_ELM	TOP_SETT	2.2	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R038	07/06/1978	No	TOP_SETT	TOP_SETT	TOP_SETT	8.8	0.75	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R039	07/06/1978	No	PEGLARS	PEGLARS	PEGLARS	8	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R040	08/06/1978	No	TOP_SETT	WYCH_ELM	TOP_SETT	5.9	0.75	POOR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R041	08/06/1978	No	KENNEL	KENNEL	KENNEL	3	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R042	09/06/1978	No	TOP_SETT	TOP_SETT	TOP_SETT	9.5	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R043	13/06/1978	No	TOP_SETT	TOP_SETT	TOP_SETT	7.9	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R044	13/06/1978	No	KENNEL	KENNEL	KENNEL	5.7	0.5	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R045	13/06/1978	No	KENNEL	TRACK_BY_LOWER_SE?TT	KENNEL	1.7	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R046	14/06/1978	No	KENNEL	KENNEL	KENNEL	6.4	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R023	16/06/1978	Yes	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	7.8	0.5	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
R042	20/06/1978	No	TOP_SETT	TOP_SETT	TOP_SETT	8.4	0.75	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R047	20/06/1978	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	9.2	0.75	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R048	20/06/1978	No	WINDSOR_EDGE	WINDSOR_EDGE	WINDSOR_EDGE	3	0	FAIR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R049	20/06/1978	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	9.2	0.5	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R050	20/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	7.4	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R051	20/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	3.1	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R052	20/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	3.1	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R053	20/06/1978	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	8	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G034	21/06/1978	No	ARTHURS	CONVENT_SHED	ARTHURS	11.4	0.25	VERY_GOOD	NA	NA	NA	1978	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R054	21/06/1978	No	WOOD_FARM	WOOD_FARM	WOOD_FARM	6.4	0.5	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R055	21/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	6.5	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G028	27/06/1978	No	ARTHURS	BANK	ARTHURS	9.1	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G029	27/06/1978	No	ARTHURS	ARTHURS	ARTHURS	9	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G030	27/06/1978	No	ARTHURS	BANK	ARTHURS	9.8	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G035	27/06/1978	No	ARTHURS	BANK	ARTHURS	7.3	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G050	27/06/1978	No	ARTHURS	BANK	ARTHURS	9.5	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R056	27/06/1978	No	INCHBROOK	INCHBROOK	INCHBROOK	6.8	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R057	27/06/1978	No	JUNCTION	BUSH	JUNCTION	7.8	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R058	27/06/1978	No	JUNCTION	JUNCTION	JUNCTION	7.1	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R059	27/06/1978	No	JUNCTION	JUNCTION	JUNCTION	9	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R060	27/06/1978	No	JUNCTION	JUNCTION	JUNCTION	2.2	0	FAIR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R061	27/06/1978	No	JUNCTION	OPEN	JUNCTION	2.4	0	FAIR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R062	27/06/1978	No	JUNCTION	JUNCTION	JUNCTION	2.3	0	FAIR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R063	28/06/1978	No	JUNCTION	BUSH	JUNCTION	8.2	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R064	28/06/1978	No	JUNCTION	JUNCTION	JUNCTION	2.2	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R065	29/06/1978	No	YEW	PLANE_12_MIDDLE	YEW	10.1	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R066	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	9	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R067	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	7.4	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R068	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	8	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R069	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	7	0.5	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R070	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	3.3	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R071	07/07/1978	No	BOUNDARY_COURT	BOUNDARY_COURT	NA	2.7	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R072	07/07/1978	No	BOUNDARY_COURT	HAZEL	NA	6.7	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R073	07/07/1978	No	DARK_WOOD	DARK_WOOD	NA	7.3	0.75	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R074	07/07/1978	No	DARK_WOOD	DARK_WOOD	NA	9.2	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R075	07/07/1978	No	BOUNDARY_COURT	HAZEL	NA	9.5	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R076	07/07/1978	No	BOUNDARY_COURT	GULLEY	NA	7	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R077	11/07/1978	No	STREAM	STREAM	NA	8.3	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R078	11/07/1978	No	STREAM	STREAM	NA	3.5	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R079	11/07/1978	No	STREAM	STREAM	NA	2.7	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R080	11/07/1978	No	DINGLE	DINGLE	NA	6.3	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R081	11/07/1978	No	DINGLE	DINGLE	NA	10.6	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R082	11/07/1978	No	BOUNDARY_COURT	GULLEY	NA	4.1	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R083	11/07/1978	No	DINGLE	DINGLE	NA	6	0.25	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R084	12/07/1978	No	DINGLE	DINGLE	NA	2.7	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R085	12/07/1978	No	STREAM	STREAM	NA	2.4	0	FAIR	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R086	12/07/1978	No	DINGLE	DINGLE	NA	3.3	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R087	14/07/1978	No	BUNGALOW	BUNGALOW	NA	4.1	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R088	14/07/1978	No	BUNGALOW	BUNGALOW	NA	3	0	FAIR	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R089	14/07/1978	No	BUNGALOW	BUNGALOW	NA	9.7	NA	VERY_GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R090	14/07/1978	No	BUNGALOW	BUNGALOW	NA	5.2	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
W004	24/07/1978	No	BEECH	WOODLEAZE	BEECH	7.9	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R091	25/07/1978	No	BEECH	WOODLEAZE_MIDDLE	BEECH	3.9	0	VERY_GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R092	17/08/1978	No	BEECH	QUARRY_PADDOCK_MI?D	BEECH	9.6	0.75	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RM011	22/08/1978	Yes	LISTERS	LISTERS	NA	7.6	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM012	22/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.4	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM013	22/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	8	NA	NA	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM014	22/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.2	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM015	22/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.3	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM016	22/08/1978	Yes	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	8	0.75	NA	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
RM017	22/08/1978	Yes	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	11.5	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM021	22/08/1978	Yes	BAMBOO	BAMBOO	NA	7.8	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM022	22/08/1978	Yes	BAMBOO	BAMBOO	NA	5.8	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM026	22/08/1978	Yes	PARK_MILL	PARK_MILL	PARK_MILL	9.1	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM027	22/08/1978	Yes	PARK_MILL	PARK_MILL	PARK_MILL	7.5	0.25	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM028	22/08/1978	Yes	PARK_MILL	PARK_MILL	PARK_MILL	11.3	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM029	22/08/1978	Yes	PRIORY	PRIORY	NA	9	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RM030	22/08/1978	Yes	PRIORY	PRIORY	NA	10.2	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM031	22/08/1978	Yes	PRIORY	PRIORY	NA	6.3	0	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM057	22/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	8.2	0	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM032	23/08/1978	Yes	PARK_MILL	PARK_MILL	PARK_MILL	7.6	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM033	23/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	9.3	0.5	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM034	23/08/1978	Yes	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	8.7	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM035	23/08/1978	Yes	LISTERS	LISTERS	NA	8	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM036	23/08/1978	Yes	BAMBOO	BAMBOO	NA	8.6	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM041	24/08/1978	Yes	BAMBOO	BAMBOO	NA	4.9	0	GOOD	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM043	24/08/1978	Yes	BAMBOO	BAMBOO	NA	12.4	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM044	24/08/1978	Yes	LISTERS	LISTERS	NA	10.1	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
R028	25/08/1978	No	ATCOMBE_WEST	ATCOMBE_WEST	NA	9	0.75	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RM049	25/08/1978	Yes	BAMBOO	BAMBOO	NA	9.4	0.25	NA	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
RM050	25/08/1978	Yes	LISTERS	LISTERS	NA	7.8	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM053	30/08/1978	Yes	ATCOMBE_WEST	ATCOMBE_WEST	NA	7.4	0.75	FAIR	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM055	30/08/1978	Yes	BAMBOO	BAMBOO	NA	8.6	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RM056	30/08/1978	Yes	PRIORY	PRIORY	NA	10	0	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
G044	04/09/1978	No	YEW	DEN	YEW	8.9	0.75	FAIR	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R015	15/09/1978	No	HEDGE	HEDGE	HEDGE	10.1	0.5	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R093	26/09/1978	No	ARTHURS	MEAD	ARTHURS	7.3	0	GOOD	NA	NA	NA	1978	MALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G028	27/09/1978	No	ARTHURS	MEAD	ARTHURS	11.8	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R094	27/09/1978	No	BAMBOO	BAMBOO	NA	9.2	0.25	GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R085	03/10/1978	Yes	STREAM	STREAM	NA	NA	NA	NA	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G048	05/10/1978	No	LARCH	FARMPIECE	LARCH	10.6	0.25	GOOD	NA	NA	NA	1978	MALE	ADULT	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G020	09/10/1978	No	YEW	DEN	YEW	11.5	0.5	VERY_GOOD	NA	NA	NA	1978	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R014	12/10/1978	No	WEST	SPRINGFIELD_5	WEST	NA	NA	NA	NA	NA	NA	1978	FEMALE	CUB	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UN019	15/10/1978	Yes	BUNGALOW	O.S._836027	NA	10.9	NA	GOOD	NA	NA	NA	1978	MALE	ADULT	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
